pharmacy_id,name,address,latitude,longitude,source
ChIJq1p6GQNa0DERIGodHPnYKRM,Best Can Marketing SDN BHD,"PLO 419, Jln Wawasan 14, Kawasan Perindustrian Sri Gading, 83300 Batu Pahat, Johor Darul Ta'zim, Malaysia",1.8518602,103.0007383,google_places
ChIJw1hC8oFX0DERIJYWc_6SJ_4,Bijas Mediserve Pharmacy @ Jalan Sultanah,"118, Jalan Sultanah, Kampung Pegawai, 83000 Batu Pahat, Johor Darul Ta'zim, Malaysia",1.851218,102.9290013,google_places
ChIJb_xMOoxZ0DERFlrtB2hyGZg,Bijas Mediserve Pharmacy @ Taman Mutiara,"17, Jalan Susur Mutiara, Taman Susur Mutiara, 83300 Batu Pahat, Johor Darul Ta'zim, Malaysia",1.8600602,103.0050616,google_places
ChIJR1i0xxrb0TERZybCD7vT4So,Bird Nest,"Jalan Taman Tangkak Emas, Taman Tangkak Jaya, 84900 Tangkak, Johor Darul Ta'zim, Malaysia",2.272708,102.559797,google_places
ChIJO_-ra7122jERTCNEPNUfXL0,Blitz Environment Services Sdn Bhd,"B05 & B06, Block B, Pekan Francais, Mukim Pulai, Taman Sri Pulai Perdana, 81300 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5642737999999998,103.6143548,google_places
ChIJ_Y4SuD_TzzERfw6wZIby_no,Bodybuilding Enterprise,"Jln Biru 5, Kampung Sedeng, 85000 Segamat, Johor Darul Ta'zim, Malaysia",2.4979328,102.8282762,google_places
ChIJbwYdztFw2jERgsQ3gkowklE,Breeds Pharmacy Sdn Bhd,"32, Jalan Impian Senai Utama, Taman Impian Senai, 81400 Senai, Johor Darul Ta'zim, Malaysia",1.5955274,103.6458487,google_places
ChIJFQ_WP6650TERaRREorNH7BA,CITY CHEM PHARMACY SDN BHD,"NO.69,TINGKAT BAWAH, Jalan Pesta, Taman Tun Dr Ismail, 84000 Muar, Johor Darul Ta'zim, Malaysia",2.0493883000000004,102.5859286,google_places
ChIJVwOz1_NB2jERlKopnmEvYJE,CSM PHARMACY TAMAN SCIENTEX,"32A, Jln Belatuk 3, Taman Scientex, 81700 Pasir Gudang, Johor Darul Ta'zim, Malaysia",1.5002689,103.9155076,google_places
ChIJQcAZEpBg2jERS61p4Jph3QA,Caremart Pharmacy Sdn Bhd,"Jalan Niaga 2, Pusat Perdagangan Kota Tinggi, 81900 Kota Tinggi, Johor Darul Ta'zim, Malaysia",1.7293155999999998,103.9011321,google_places
ChIJLVGYNFB42jERtGy9rf14-gI,Charles & Kristin Masaya,"4648, Jalan Sri Putri 5/5, Taman Putri Kulai, 81000 Kulai, Johor Darul Ta'zim, Malaysia",1.6584930999999998,103.5811944,google_places
ChIJQWZAwnW30TERKXcKyO0I1GU,Chem City Pharmacy (Bukit Bakri),"3, Jalan Sinar Bakri 1, Pusat Perniagaan Sinar Bakri, Taman Bakri Indah, 84200 Muar, Johor, Malaysia",2.0414642,102.6566828,google_places
ChIJA3uISvC50TERD9C_RoFTzlc,Chem City Pharmacy (Jalan Meriam),"47, Jalan Meriam, Pekan Muar, 84000 Muar, Johor Darul Ta'zim, Malaysia",2.0475151,102.5687889,google_places
ChIJwaOJnfWx0TERjMwEsjSh7H4,Chem City Pharmacy (Parit Jawa),"Plot 1 & 2, Lot 1479 GM33, Parit Jawa, 84150 Parit Jawa, Johor, Malaysia",1.9541187,102.6479224,google_places
ChIJBe_rPlm40TERNfaUdhgEM6Y,Chemcity Pharmacy Pusat Perniagaan Mas Jaya,"60, Jalan Perniagaan Jaya, Pusat Perniagaan Mas Jaya, 84000 Muar, Johor Darul Ta'zim, Malaysia",2.0685907,102.5796964,google_places
ChIJM8j4bf942jERf6gVRUHfPB8,DWP Pharma,"39A, Jalan Seruling 2, Taman Sri Kulai Baru 2, 81000 Kulai, Johor Darul Ta'zim, Malaysia",1.6678192,103.5863227,google_places
ChIJXfW4xshz2jERC_NDilHdfKg,Da Tong Healthcare Centre,"4, Jalan Emas Putih 1, Taman Sri Skudai, 81300 Skudai, Johor Darul Ta'zim, Malaysia",1.5474626,103.6562583,google_places
ChIJbTmuB85v0DEREZfm38hd7QA,Divine Pharmacy Sdn. Bhd,"NO 60 ,GROUND FLOOR, 86000 Kluang, Johor Darul Ta'zim, Malaysia",1.9955231,103.2956367,google_places
ChIJJ66jZwAL2jERyHFH1hURv44,EYS STORE,"Malaysia, Johor, Iskandar Puteri, Persiaran Eko Botani 2, 15, Jalan Eko Botanic邮政编码: 79100",1.439326,103.621875,google_places
ChIJ__f2CCIzzjER1r2iav0R8f4,FARMASI BATU ANAM,"3, Jalan Muafakat, Taman Ksm, 85100 Batu Anam, Johor Darul Ta'zim, Malaysia",2.5649936,102.7226348,google_places
ChIJ-TSRZO3L0TERHUhFZrjGNH4,FARMASI BIRUNI Pagoh Jaya,"43, Jln Pagoh Jaya 1, Pusat Perniagaan Pagoh Jaya, 84600 Muar, Johor Darul Ta'zim, Malaysia",2.1309859,102.7152074,google_places
ChIJFQfYr-RZ0DERa3_azwc1_fM,FARMASI BIRUNI Taman Universiti Batu Pahat,"No. 12, Jalan Universiti 2, Bandar Universiti, 86400 Parit Raja, Johor Darul Ta'zim, Malaysia",1.8507182,103.0749339,google_places
ChIJmzeMz19v2jERKwHcdzVjhPc,FARMASI Careplus Pharmacy,"47, Jalan Ledang 25, Taman Bukit Tiram, 81800 Ulu Tiram, Johor Darul Ta'zim, Malaysia",1.6023892,103.8123864,google_places
ChIJo0MiDQBN2jERv12t3FOufr0,FARMASI IDAMAN DESARU,"No 120-B, lot Komersil, Taman Desaru Utama, Jalan Kempas 2, 81930 Bandar Penawar, Johor Darul Ta'zim, Malaysia",1.5737217,104.2061336,google_places
ChIJ_Raa6piB2jERsMSWHcR8E1Y,FARMASI NUR ATIQAH,"NO 12, Jln Indah 9, Taman Sayong Indah, 81440 Bandar Tenggara, Johor Darul Ta'zim, Malaysia",1.8489656,103.6261287,google_places
ChIJHX1rvHet0TERXHqcwA9YWKk,FARMASI PARIT YUSOF,"No. 12, Jalan Pekan Baru, 1, Pusat Perniagaan, Pekan Baru Parit Yusof, 83610 Semerah, Johor Darul Ta'zim, Malaysia",1.896517,102.7637848,google_places
ChIJZX-8QHZT0DERjQ8MZbp9qps,FARMASI SRI TANJUNG,"9, Jalan Sri Sulong, TAMAN SRI SULONG MEWAH, 83500, Johor Darul Ta'zim, Malaysia",1.934222,102.8524399,google_places
ChIJt5r-2OfTzzEROdGIw8PHias,FARMASI YAYASAN (JALAN PEMUDA),"122, Jalan Susur Pemuda 1, Kampung Tengah, 85000 Segamat, Johor Darul Ta'zim, Malaysia",2.5222764,102.8057338,google_places
ChIJsxJuyAZt2jERrR8zyKljf7k,FS FARMASI PLT,"Lot 6, 01, Jalan Dataran Larkin 6, TAMAN DATARAN LARKIN, 80350 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4990834,103.7413245,google_places
ChIJg7T_An952jERyuiaLWiV-Ko,Farhanie Healthcare Enterprise,"Bandar Putra Kulai, 81000, Johor, Malaysia",1.6688900000000002,103.632824,google_places
ChIJNQK20jFh2jERfeF63IuXNAw,Farmasi APM,"No 38-01, Persiaran Bayu Damai 2/2, Taman Bayu Damai, 81620 Pengerang, Johor Darul Ta'zim, Malaysia",1.3873967,104.2713856,google_places
ChIJMxRpVGVN2jERNB4lT-7tPdc,Farmasi Al-Arif Bandar Penawar,"97, Jln Jelutong 1, Taman Desaru Utama, 81930 Bandar Penawar, Johor, Malaysia",1.5733952,104.2150855,google_places
ChIJ18yXDfmB2jERWjDy4jWPPE4,Farmasi Al-Arif Bandar Tenggara,"No. 68, Jalan Anggerik 3/1, Taman Anggerik Tenggara, 81440 Bandar Tenggara, Johor Darul Ta'zim, Malaysia",1.8437724,103.6213582,google_places
ChIJcweSe_Vh2jERRIkHcyW_aKg,Farmasi Al-Arif Kota Tinggi,"30, Jln Langsat 3, Taman Kota Jaya, 81900 Kota Tinggi, Johor Darul Ta'zim, Malaysia",1.735285,103.8899951,google_places
ChIJ0bJR4ANR0DERKBh6XVC9XqE,Farmasi BP 金宝药剂所,"66, Jalan Penjaja, Pusat Komersial Bentara, 83000 Batu Pahat, Johor Darul Ta'zim, Malaysia",1.8583785,102.9298074,google_places
ChIJpc_Mys5W0DERUn31QIUdtCE,Farmasi Baitar Batu Pahat,"146, Jalan Rugayah, Kampung Pegawai, 83000 Batu Pahat, Johor Darul Ta'zim, Malaysia",1.8554632,102.9262003,google_places
ChIJM9pjAqlv0DERrZhdhhRbdGg,Farmasi Baitar Seri Impian [OLIVE HOUSE MALAYSIA @ KLUANG],"24, Jln Seri Impian 1/1, Taman Seri Impian, 86000 Kluang, Johor Darul Ta'zim, Malaysia",2.0044914,103.3566047,google_places
ChIJabFyE8VW0DERGIdAscVd1HM,Farmasi Bajrai,"No. 48-6, Jalan Sultanah, Kampung Pegawai, 83000 Batu Pahat, Johor Darul Ta'zim, Malaysia",1.8513927,102.9280148,google_places
ChIJAQAAQFgtzjERh0v-oWfjXw0,Farmasi Barakah,"No. 30, Jalan Bistari 1/1, Taman Segamat Jaya, Taman Yayasan, Johor, Taman Yayasan, 85000 Buloh Kasap, Johor, Malaysia",2.5467111,102.7894539,google_places
ChIJXfM3D3bYzzERV7juS_8D_YM,Farmasi Berseri,"106A, Jln Segamat, Kampung Paya Merah, 85300 Labis, Johor Darul Ta'zim, Malaysia",2.3979292,103.0188158,google_places
ChIJcbCcpI4n0DERNwzDCQKISZA,Farmasi Bintang,"151, Jalan Segamat, Taman Labis, Labis, Taman Sri Bayu, 85300 Labis, Johor, Malaysia",2.4001591,103.0177142,google_places
ChIJTchERjk70DERtq1ajZwtiFU,Farmasi Chaah,"25, Jalan Yong Peng Taman Damai Jaya 2, Chaah, Taman Sri Chaah, 85400 Segamat, Johor Darul Ta'zim, Malaysia",2.243162,103.0398033,google_places
ChIJZ5mJXHrG0TERRwxPG1jk4aY,Farmasi D'Faamosaa,"84400 Sungai Mati, Johor, Malaysia",2.1635104,102.5855294,google_places
ChIJP1kWoFV42jERwHZ0dijH_ik,Farmasi Dunia Sihat Sdn Bhd,"32, Lorong Ismail, Taman Kulai, 81000 Kulai, Johor Darul Ta'zim, Malaysia",1.660594,103.603341,google_places
ChIJMVM9JqfTzzERZKaZsfcQajI,Farmasi Eco Cahaya Sdn Bhd,"55, Jalan Putra 2/23, Bandar Putra, 85000 Segamat, Johor Darul Ta'zim, Malaysia",2.4988725,102.8535586,google_places
ChIJiZ_dNW-C0DERfPfxFIS-lxU,Farmasi Eu,"10, Jalan Sawit, Taman Sawit Indah, 81000 Kulai, Johor Darul Ta'zim, Malaysia",1.6781182,103.5266604,google_places
ChIJMb9dd8AL2jERSwMfbGk9Jfg,Farmasi Friska Medini,"S-03-01, Pusat Komersil Visi Medini, 2, Persiaran Medini, 79250 Iskandar Puteri, Johor Darul Ta'zim, Malaysia",1.4171665999999998,103.6225162,google_places
ChIJIzKG3XCY0DERjPgGI6cWU3Q,Farmasi Gamma,"745, Tingkat Bawah, Wisma Koperasi, Jalan Taib,, Kampung Atap, 82000 Pontian, Johor Darul Ta'zim, Malaysia",1.4856512,103.3902023,google_places
ChIJfW-ACBrI0TERj6rbfTHm-ec,Farmasi Gemilang,"37, Jln Panchor, Taman Bintang Emas, 84300 Bukit Pasir, Johor Darul Ta'zim, Malaysia",2.0984391,102.637964,google_places
ChIJEeybd35r2jER__uup1sK3d4,Farmasi Idaman Pasir Gudang,"No 3, 1, Jalan Cendana 5, Taman Cendana, 81700 Pasir Gudang, Johor Darul Ta'zim, Malaysia",1.4882508,103.9093839,google_places
ChIJ32PEtxtE0DERvIfpncDPzz4,Farmasi Idaman Sdn Bhd,"190, Jalan Besar, Taman Sembrong Baru , Yong Peng, Taman Sembrong Baru, 83700 Yong Peng, Johor, Malaysia",2.0110828,103.0658615,google_places
ChIJVWm-DZy50TERjU24t4xdpbI,Farmasi Ihsan,"3, Jalan Seri Temenggong 26/1, Taman Sri Temenggong, 84000 Muar, Johor Darul Ta'zim, Malaysia",2.0304929,102.5810486,google_places
ChIJWRMFryYI0DERvHhuPlmuiVg,Farmasi Kahang,"No.2 Jalan Kahang, Jln Muhibbah, Taman Kahang, 86000 Kluang, Johor, Malaysia",2.2143545,103.5385149,google_places
ChIJB56eIZEn0DERTJLKi_QBjak,Farmasi Kita,"12, Jalan Tenang , Labis, Labis, 85300 Labis, Johor, Malaysia",2.3836592,103.0207536,google_places
ChIJPccXPaNt0DERPrBSicyxwRw,Farmasi Kluang Baru Sdn Bhd,"4, Jalan Ungku Mohd Salleh, Taman Kluang Baru, 86000 Kluang, Johor Darul Ta'zim, Malaysia",2.0406233,103.3319883,google_places
ChIJWRW3cARR0DERD5coeMmSgSk,Farmasi Love & Care,"Taman Bistari, 13, Jalan Bistari Utama, Tongkang Pechah, 83010 Batu Pahat, Johor Darul Ta'zim, Malaysia",1.9079476,102.9517788,google_places
ChIJ-ZqNQpgV2jERZUUV0vtwqwQ,Farmasi Medicasa,"L3-15, Kawasan Perindustrian Pasir Gudang, 81700 Pasir Gudang, Johor Darul Ta'zim, Malaysia",1.4663966,103.9021701,google_places
ChIJ-3j89R1A2jER4ZKMtmKN4Yw,Farmasi Medilink Pharmacy,"11, Jalan Perdagangan Damai, Taman Nusa Damai, 81700 Pasir Gudang, Johor Darul Ta'zim, Malaysia",1.4898764999999998,103.9140816,google_places
ChIJ62g-Q6bP0TER9ym0u8XTzYY,Farmasi Mesrapharma,"19 jln gambir 2,bandar baru bkt gambir bukit gambir, Bukit Gambir, 84800 Tangkak, Johor Darul Ta'zim, Malaysia",2.2114019,102.653871,google_places
ChIJl0aEfgN52jERXDQzybKp5UU,Farmasi Midas Kulai,"5830, Jalan Siantan 3, Bandar Indahpura, 81000 Kulai, Johor Darul Ta'zim, Malaysia",1.6522412,103.5956593,google_places
ChIJ2wRZYS5X0DER4BZH6lxFUng,Farmasi Murni @ Banang Jaya,"35, Jalan Gemilang, Taman Bukit Flora, 83000 Batu Pahat, Johor Darul Ta'zim, Malaysia",1.8122916,102.9563158,google_places
ChIJESKenr-B2jERyzHztzNP4Ck,Farmasi Murni @ Bandar Tenggara,"99-13, Jln Anggerik 4/1, Taman Anggerik Tenggara, 81440 Bandar Tenggara, Johor, Malaysia",1.8411622,103.6236467,google_places
ChIJXXLyZSlR0DERu0eZ5g-xvFk,Farmasi Murni @ Batu Pahat,"3 & 4, Jalan Kundang, Taman Bukit Pasir, 83000 Batu Pahat, Johor Darul Ta'zim, Malaysia",1.8663318,102.9395058,google_places
ChIJMf-dL4iN0DERJGl0gzPGV7g,Farmasi Murni @ Benut,"14G Jalan Mutiara 2 Pusat Perniagaan Benut Benut, 82200 Pontian, Johor Darul Ta'zim, Malaysia",1.6497235,103.259613,google_places
ChIJN5Q1dyZc0DERLeqlP_cHztQ,Farmasi Murni @ Parit Raja,"5, Jalan Kristal, Taman Kristal, 86400 Parit Raja, Johor Darul Ta'zim, Malaysia",1.8655369,103.1135593,google_places
ChIJa-VyR81N0DERmMP6Ps1DVRY,Farmasi Murni @ Parit Sulong,"20, Jalan Sulong, Kampung Baharu, 83500 Parit Sulong, Johor Darul Ta'zim, Malaysia",1.9754693,102.884921,google_places
ChIJRWp0fSdF0DERVXndgUib7DQ,Farmasi Murni @ Parit Yaani,"3, Jalan Perdagangan 1, Taman Perdagangan, 83710 Parit Yaani, Johor Darul Ta'zim, Malaysia",1.9547222,103.0271038,google_places
ChIJeR8v0lGt0TERXj7I_I4dbEo,Farmasi Murni @ Parit Yusof,"11, Jalan, Pekan Baru Parit Yusof, 83610 Muar, Johor Darul Ta'zim, Malaysia",1.8961334,102.7633271,google_places
ChIJ3QKbhDJj0DERoRwBPaMrrwE,Farmasi Murni @ Simpang Renggam,"15, Jalan Bintang Ria 1, Taman, Jalan Bintang Ria, Kampung Simpang Renggam, 86200 Simpang Renggam, Johor, Malaysia",1.829977,103.3085095,google_places
ChIJtREGA0FR0DERMoirODNhH0I,Farmasi Murni @ Taman Budaya,"11, Jalan Budaya, Taman Budaya, 83000 Batu Pahat, Johor Darul Ta'zim, Malaysia",1.8636533,102.9595793,google_places
ChIJQwhSlfRD0DERIGaX9XhPG_A,Farmasi Murni @ Yong Peng,"170, Jln Besar, Taman Sembrong Baru, 83700 Yong Peng, Johor Darul Ta'zim, Malaysia",2.0110419,103.0650103,google_places
ChIJ9WrZ7dPTzzERv7PNSgBO1QM,Farmasi Narisa,"No.3, Tingkat Bawah, Jalan Prima Pusat Perniagaan Prima, Kampung Abdullah, 85000 Segamat, Johor Darul Ta'zim, Malaysia",2.5057511,102.8236128,google_places
ChIJC123myB12jER48xh_prEWj0,Farmasi Nazara,"No.50, Jln Pulai Mutiara 4/9, Taman Pulai Mutiara, 81300 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5277941,103.5826045,google_places
ChIJJ9k6G1-40TERkZy_gzg86y8,Farmasi Plus Care,"19, Jln Salleh, Taman Sri Emas, 84000 Muar, Johor Darul Ta'zim, Malaysia",2.0518713,102.5718233,google_places
ChIJFUdyDu_TzzERwJ-fBj8FP_Q,Farmasi Segamat,"34, Jalan Genuang Perdana, Bandar Segamat Baru, 85000 Segamat, Johor Darul Ta'zim, Malaysia",2.4899868,102.8470473,google_places
ChIJ_xsxqbpV0DERsdjiUsPJu0w,Farmasi Seri (Spg Lima),"No 6, 6A, Jalan peserai Indah, Taman Peserai Indah, 83000, Johor Darul Ta'zim, Malaysia",1.8519329,102.8880346,google_places
ChIJd9VBgS9c0DER3fc_wTQeGt8,Farmasi Sharifah Nur,"No. 12, Jalan Susur Intan, Taman Intan, 86400 Parit Raja, Johor Darul Ta'zim, Malaysia",1.8667925,103.1160111,google_places
ChIJhVwL0v6s0TERurSSbXRtgUI,Farmasi Sihat (Haitam Health),"2, Pusat Perniagaan Parit Yusof, Pekan Parit Yusof, Pekan Baharu, 83610 Semerah, Johor Darul Ta'zim, Malaysia",1.8962981,102.7630945,google_places
ChIJKdtDNGbb0TERtaW_PJbWn-I,Farmasi Sihat (Pagoh),"No 14-2, Jalan Besar Pagoh, Pagoh, 84600 Muar, Johor Darul Ta'zim, Malaysia",2.1489992,102.7710779,google_places
ChIJMZUJucVW0DERbyTky_dRgoQ,Farmasi Sihat Senggarang,"58-1, Jalan Ismail, Kampung Bahru, 83200 Senggarang, Johor Darul Ta'zim, Malaysia",1.7488842,103.0518912,google_places
ChIJgxNLmBfz0DERnkmnZ_dehrU,Farmasi Sihat • HQ,"7 & 8, Jalan Muhibah, Rengit, 83100 Rengit, Johor Darul Ta'zim, Malaysia",1.6806067,103.1487629,google_places
ChIJd1rzp7dt0DERVJ-2icjZHK8,Farmasi Sinar Sdn Bhd,"12-A, Persiaran Yayasan , Kluang, Kampung Masjid Lama, 86000 Kluang, Johor, Malaysia",2.0332892,103.3223111,google_places
ChIJy9GZP71t0DEReECgDr0Cx1A,Farmasi Sri Ledang (KB) Sdn Bhd,"589, Jalan Mersing, Kluang Baru, 86000 Kluang, Johor Darul Ta'zim, Malaysia",2.0384089,103.3341066,google_places
ChIJUX2zsihs0DERrfNlsShzVxU,Farmasi Sri Ledang (TI) Sdn Bhd,"12, Jalan Intan 2/2, Taman Intan, 86000 Kluang, Johor Darul Ta'zim, Malaysia",2.0185729,103.3029507,google_places
ChIJF4lBO7Ft0DERPRoo2SkZ0uo,"Farmasi Sri Ledang Sdn. Bhd. - Jalan Sentol Satu, Kluang","G6-G8, Jalan Sentol Satu, Kampung Masjid Lama, 86000 Kluang, Johor Darul Ta'zim, Malaysia",2.0358578,103.319847,google_places
ChIJ2zlkxn9t0DERTSy_gob0VFM,Farmasi Sri Tengah Kluang - (Farmasi Jiran Anda),"No 17, Jalan Kampung Baru, Taman Sri Tengah, 86000 Kluang, Johor Darul Ta'zim, Malaysia",2.0541687,103.3516861,google_places
ChIJZ11ewMEz2jERACcdnBJvitA,Farmasi Starmed Sdn Bhd,"Kampung Sungai Rengit, 81600 Pengerang, Johor Darul Ta'zim, Malaysia",1.3507457,104.2208961,google_places
ChIJY_LU4ZtLxTERr6Gf_uqFs48,Farmasi Sutera,"23-B, Jalan Sulaiman, Mersing Kechil, 86800 Mersing, Johor Darul Ta'zim, Malaysia",2.4311791,103.8367155,google_places
ChIJEeZsJF3b0TERiBjije_60CU,Farmasi Syukur,"No. 22, Jalan Solok, Kampung Padang Lalang, 84900 Tangkak, Johor Darul Ta'zim, Malaysia",2.2647978,102.540259,google_places
ChIJpexxjWfb0TERdlk2LTHs7Mc,Farmasi Tangkak (Tangkak Pharmacy S/B),"7JM, Jalan Manja, Kampung Padang Lalang, 84900 Tangkak, Johor Darul Ta'zim, Malaysia",2.2665767,102.5415148,google_places
ChIJqf616w-50TERt3XGEqJ4X1c,Farmasi Tanjung,"7, Jalan Sulaiman, Pekan Muar, 84000 Muar, Johor Darul Ta'zim, Malaysia",2.0461452,102.5645969,google_places
ChIJs_TWvnUpzjEROCZH7r__2NI,Farmasi UCare Segamat | Jementah | Segamat | Johor | Panadol | Hurix | Polident | Ubat-ubatan,"80, Jalan Muar Jementah, Kampung Bahru, 85200 Segamat, Johor Darul Ta'zim, Malaysia",2.4359279,102.6835519,google_places
ChIJ1yXtAyRc0DER6XEaUqcx10g,Farmasialpro,"86400 Parit Raja, Johor, Malaysia",1.864848,103.1114287,google_places
ChIJSVPheKht0DERs5PO88CFb-0,First Care Pharmacy,"2A, Jln Indah 1/4, Taman Kluang Indah86000 Kluang, Johor, Malaysia",2.0136469,103.3310676,google_places
ChIJA6zVKQAX0DERN1IKc_nDwXY,First Care Pharmacy (Paloh),"16, Jln 18, Taman Kota, 86000 Paloh, Johor Darul Ta'zim, Malaysia",2.1921187,103.2006687,google_places
ChIJrwBBYZhj0DERUxq7u9CTKXQ,Fo Heng Enterprise Sdn Bhd,"Malaysia, Johor Darul Ta'zim, Simpang Renggam, Taman Suria, Jalan Suria PerdanaNo 1邮政编码: 86200",1.8163006,103.318122,google_places
ChIJYW90KdEk0DERRLu7opGA2kk,Foo Sang Trading,"8, Jln Tun Dr. Ismail, 85400 Chaah, Johor Darul Ta'zim, Malaysia",2.2495574,103.0419526,google_places
ChIJ4RoNXg8G2jERUxuZGwKA9KA,Formula Pte Ltd,"51C Tuas South Ave 1, Singapore 637262",1.31812,103.6291187,google_places
ChIJ0aivQ65x0DER2VbGk-E7SmM,Free Pharmacy,"15, Jalan Seri Impian 8/1A, Bandar Seri Impian, 86000 Kluang, Johor Darul Ta'zim, Malaysia",1.9877212,103.3652868,google_places
ChIJQ5dN5N0K2jERgWvmGZ9KS70,Fu Sin Nourishing House,"20-01, Jalan Nusaria 11/2, Taman Nusantara, 81550 Gelang Patah, Johor Darul Ta'zim, Malaysia",1.4602949,103.5835782,google_places
ChIJ5Yo0vhh52jER42OIHtzpJF8,G PHARMACY,"13024, Jalan Rajawali 1, Bandar Putra Kulai, 81000 Kulai, Johor Darul Ta'zim, Malaysia",1.6706189000000002,103.634813,google_places
ChIJMZRlOd5q2jERR39Ez06TEx8,GNA,"M16, Jln Suria 1, Bandar Seri Alam, 81750 Masai, Johor Darul Ta'zim, Malaysia",1.4944168999999998,103.871871,google_places
